id_externo,leiloeiro,leiloeiro_site,titulo,tipo_imovel,tipo_leilao,estado,cidade,cep,endereco_completo,valor_minimo,valor_avaliacao,area_total,quartos,data_primeiro_leilao,data_segundo_leilao,data_encerramento,url_original,imagem_principal,numero_processo,arquivos,descricao
fd8d716b84b13b2ff91f5ce1,TARCILIO LEITE,https://www.casadeleiloes.com.br,Próximos Leilões,casa,extrajudicial,MS,,11671975,,146.0,0.0,110,,2026-06-08,2026-06-16,,https://www.casadeleiloes.com.br/leilao/bens-patrimoniais-de-universidade-federal-ms/14634,https://www.casadeleiloes.com.br/envios/leiloes_imagem14634.png,,"[{""tipo"": ""edital"", ""url"": ""https://www.casadeleiloes.com.br/envios/leiloes_edital15054.pdf"", ""nome"": ""Ver edital EDITAL DE LEILÃO""}, {""tipo"": ""edital"", ""url"": ""https://www.casadeleiloes.com.br/envios/leiloes_edital15056.pdf"", ""nome"": ""Ver edital PUBLICAÇÃO - DOU 25.05.2026""}, {""tipo"": ""edital"", ""url"": ""https://www.casadeleiloes.com.br/lote/lote-01/pas-automovel-fiat-uno-mille-way-econ-ano-2008-2009-cor-branca-combustivel-alco-gasol-placa-hs/64712"", ""nome"": ""VEÍCULO » CIRCULAÇÃOLote: 01PAS/AUTOMOVEL - FIAT/UNO MILLE WAY ECON; ANO 2008/20""}, {""tipo"": ""edital"", ""url"": ""https://www.casadeleiloes.com.br/lote/lote-02/pas-automovel-vw-gol-1-6-power-ano-2010-2011-cor-branca-combustivel-alco-gasol-placa-nrf7839/64713"", ""nome"": ""VEÍCULO » CIRCULAÇÃOLote: 02PAS/AUTOMOVEL - VW/GOL 1.6 POWER; ANO 2010/2011, COR""}, {""tipo"": ""edital"", ""url"": ""https://www.casadeleiloes.com.br/lote/lote-03/pas-automovel-renault-logan-exp-16-hp-ano-2013-2013-cor-branca-combustivel-alco-gasol-placa-nr/64714"", ""nome"": ""VEÍCULO » CIRCULAÇÃOLote: 03PAS/AUTOMOVEL - RENAULT/LOGAN EXP 16 HP; ANO 2013/20""}, {""tipo"": ""edital"", ""url"": ""https://www.casadeleiloes.com.br/lote/lote-04/pas-automovel-i-fiat-siena-el-flex-ano-2011-2012-cor-prata-combustivel-alco-gasol-placa-nrp211/64715"", ""nome"": ""VEÍCULO » CIRCULAÇÃOLote: 04PAS/AUTOMOVEL - I/FIAT SIENA EL FLEX; ANO 2011/2012,""}, {""tipo"": ""edital"", ""url"": ""https://www.casadeleiloes.com.br/lote/lote-05/pas-automovel-fiat-siena-el-1-4-flex-ano-2013-2014-cor-branca-combustivel-alco-gasol-placa-nrl/64716"", ""nome"": ""VEÍCULO » CIRCULAÇÃOLote: 05PAS/AUTOMOVEL - FIAT/SIENA EL 1.4 FLEX; ANO 2013/201""}, {""tipo"": ""edital"", ""url"": ""https://www.casadeleiloes.com.br/lote/lote-06/mis-camioneta-gm-blazer-advantage-ano-2010-2010-cor-branca-combustivel-alco-gasol-placa-htv120/64717"", ""nome"": ""VEÍCULO » CIRCULAÇÃOLote: 06MIS/CAMIONETA - GM/BLAZER ADVANTAGE; ANO 2010/2010, ""}, {""tipo"": ""edital"", ""url"": ""https://www.casadeleiloes.com.br/lote/lote-07/esp-caminhonet-aber-c-dup-i-ford-ranger-xl-13p-ano-2010-2011-cor-branca-combustivel-diesel-pla/64718"", ""nome"": ""VEÍCULO » CIRCULAÇÃOLote: 07ESP/CAMINHONET/ABER/C.DUP - I/FORD RANGER XL 13P; AN""}, {""tipo"": ""edital"", ""url"": ""https://www.casadeleiloes.com.br/lote/lote-08/esp-caminhonet-aber-c-dup-i-ford-ranger-xlt-13p-ano-2010-2011-cor-preta-combustivel-diesel-pla/64719"", ""nome"": ""VEÍCULO » CIRCULAÇÃOLote: 08ESP/CAMINHONET/ABER/C.DUP - I/FORD RANGER XLT 13P; A""}, {""tipo"": ""edital"", ""url"": ""https://www.casadeleiloes.com.br/lote/lote-09/esp-caminhonet-aber-c-dup-i-ford-ranger-xl-cd4-22-ano-2012-2013-cor-branca-combustivel-diesel/64720"", ""nome"": ""VEÍCULO » CIRCULAÇÃOLote: 09ESP/CAMINHONET/ABER/C.DUP - I/FORD RANGER XL CD4 22;""}, {""tipo"": ""edital"", ""url"": ""https://www.casadeleiloes.com.br/lote/lote-10/pas-automovel-i-ford-fusion-fwd-gtdi-b-ano-2015-2016-cor-preta-combustivel-gasolina-placa-hsu8/64721"", ""nome"": ""VEÍCULO » CIRCULAÇÃOLote: 10PAS/AUTOMOVEL - I/FORD FUSION FWD GTDI B; ANO 2015/2""}, {""tipo"": ""edital"", ""url"": ""https://www.casadeleiloes.com.br/lote/lote-11/pas-onibus-marcopolo-volare-v8-on-ano-2008-2008-cor-branca-combustivel-diesel-placa-hsh1790-r/64722"", ""nome"": ""VEÍCULO » CIRCULAÇÃOLote: 11PAS/ONIBUS - MARCOPOLO/VOLARE V8 ON; ANO 2008/2008, ""}, {""tipo"": ""edital"", ""url"": ""https://www.casadeleiloes.com.br/lote/lote-12/esp-caminhonet-aber-c-dup-i-ford-ranger-xl-13p-ano-2010-2011-cor-branca-combustivel-diesel-pla/64724"", ""nome"": ""VEÍCULO » CIRCULAÇÃOLote: 12ESP/CAMINHONET/ABER/C.DUP - I/FORD RANGER XL 13P; AN""}, {""tipo"": ""edital"", ""url"": ""https://www.casadeleiloes.com.br/lote/lote-13/esp-caminhonet-aber-c-dup-i-ford-ranger-xl-13p-ano-2009-2009-cor-branca-combustivel-diesel-pla/64725"", ""nome"": ""VEÍCULO » CIRCULAÇÃOLote: 13ESP/CAMINHONET/ABER/C.DUP - I/FORD RANGER XL 13P; AN""}]","Casa de Leilões Judiciais e Extrajudiciais LIGUE-NOS: (67) 3363-7000 Portal Administrativo Faça seu login ou cadastre-se .
                        
                        | Ajuda Toggle navigation A Empresa Serviços Próximos leilões Leilões realizados Parceiros Atendimento Home Leilões BENS PATRI"
f14bbec297a2e84e909248e2,TARCILIO LEITE,https://www.casadeleiloes.com.br,PASSO A PASSO,casa,extrajudicial,MS,GERAL DE JUSTIÇA TJ,79103-060,,30.72,30.72,,,2026-06-01,2026-06-17,,https://www.casadeleiloes.com.br/leilao/comissao-de-alienacao-de-bens-apreendidos-em-acoes-penais-de-corregedoria-geral-de-justica-tj-ms/14601,https://www.casadeleiloes.com.br/envios/leiloes_imagem14601.png,,"[{""tipo"": ""edital"", ""url"": ""https://www.casadeleiloes.com.br/envios/leiloes_edital15058.pdf"", ""nome"": ""Edital""}]","Casa de Leilões Judiciais e Extrajudiciais LIGUE-NOS: (67) 3363-7000 Portal Administrativo Faça seu login ou cadastre-se .
                        
                        | Ajuda Toggle navigation A Empresa Serviços Próximos leilões Leilões realizados Parceiros Atendimento Home Leilões COMISSÃO D"
68520de8e6fb86e812661999,TARCILIO LEITE,https://www.casadeleiloes.com.br,Próximos Leilões,casa,extrajudicial,MS,,79103-060,,0.0,67648.07,123.99,,2026-05-11,2026-07-10,,https://www.casadeleiloes.com.br/leilao/1-vara-de-execucao-de-titulo-extrajudicial-embargos-e-demais-incidentes-de-campo-grande-ms/14623,https://www.casadeleiloes.com.br/envios/leiloes_imagem14623.jpg,,"[{""tipo"": ""edital"", ""url"": ""https://www.casadeleiloes.com.br/envios/leiloes_edital15033.pdf"", ""nome"": ""Ver edital EDITAL DE LEILÃO""}, {""tipo"": ""edital"", ""url"": ""https://www.casadeleiloes.com.br/envios/leiloes_edital15034.pdf"", ""nome"": ""Ver edital MATRICULA IMOBILIÁRIA""}, {""tipo"": ""edital"", ""url"": ""https://www.casadeleiloes.com.br/envios/leiloes_edital15035.pdf"", ""nome"": ""Ver edital AUTO DE AVALIAÇÃO E CORREÇÃO MONETÁRIA ATÉ 01/03/2026""}]","Casa de Leilões Judiciais e Extrajudiciais LIGUE-NOS: (67) 3363-7000 Portal Administrativo Faça seu login ou cadastre-se .
                        
                        | Ajuda Toggle navigation A Empresa Serviços Próximos leilões Leilões realizados Parceiros Atendimento Home Leilões 1ª VARA DE"
d7f8ea527fe08a096d43cf73,TARCILIO LEITE,https://www.casadeleiloes.com.br,PASSO A PASSO,casa,extrajudicial,MS,GERAL DE JUSTIÇA TJ,79103-060,,0.0,7325.0,,,2026-06-01,2026-06-18,,https://www.casadeleiloes.com.br/leilao/comissao-de-alienacao-de-bens-apreendidos-em-acoes-penais-de-corregedoria-geral-de-justica-tj-ms/14600,https://www.casadeleiloes.com.br/envios/leiloes_imagem14600.png,,"[{""tipo"": ""edital"", ""url"": ""https://www.casadeleiloes.com.br/envios/leiloes_edital15057.pdf"", ""nome"": ""Edital""}]","Casa de Leilões Judiciais e Extrajudiciais LIGUE-NOS: (67) 3363-7000 Portal Administrativo Faça seu login ou cadastre-se .
                        
                        | Ajuda Toggle navigation A Empresa Serviços Próximos leilões Leilões realizados Parceiros Atendimento Home Leilões COMISSÃO D"
e4cb8f5667e5f454f3b5f2e6,TARCILIO LEITE,https://www.casadeleiloes.com.br,Próximos Leilões,casa,extrajudicial,SE,,79103-060,,2850.0,1000.0,,,2022-11-17,2025-12-31,,https://www.casadeleiloes.com.br/leilao/casa-de-leiloes-de-simulador-de-leilao/1,https://www.casadeleiloes.com.br/envios/leiloes_imagem1.jpg,,"[{""tipo"": ""edital"", ""url"": ""https://www.casadeleiloes.com.br/envios/leiloes_edital12526.pdf"", ""nome"": ""Ver edital EDITAL 12814""}]","Casa de Leilões Judiciais e Extrajudiciais LIGUE-NOS: (67) 3363-7000 Portal Administrativo Faça seu login ou cadastre-se .
                        
                        | Ajuda Toggle navigation A Empresa Serviços Próximos leilões Leilões realizados Parceiros Atendimento Home Leilões CASA DE LE"
15eb0aa422de546a8a274575,TARCILIO LEITE,https://www.casadeleiloes.com.br,Próximos Leilões,casa,extrajudicial,MS,GERAL DE JUSTIÇA TJ,79103-060,,0.0,2500.0,,,,,,https://www.casadeleiloes.com.br/leilao/comissao-de-alienacao-de-bens-apreendidos-em-acoes-penais-de-corregedoria-geral-de-justica-tj-ms/14628,https://www.casadeleiloes.com.br/envios/leiloes_imagem14628.png,,[],"Casa de Leilões Judiciais e Extrajudiciais LIGUE-NOS: (67) 3363-7000 Portal Administrativo Faça seu login ou cadastre-se .
                        
                        | Ajuda Toggle navigation A Empresa Serviços Próximos leilões Leilões realizados Parceiros Atendimento Home Leilões COMISSÃO D"
09789b33430a93ae02f42ee8,TARCILIO LEITE,https://www.casadeleiloes.com.br,Próximos Leilões,casa,extrajudicial,MS,EM APARECIDA DO TABOADO,79103-060,,0.0,18975.13,275,,2026-04-22,2026-06-22,,https://www.casadeleiloes.com.br/leilao/1-vara-de-execucao-de-titulo-extrajudicial-embargos-e-demais-incidentes-de-campo-grande-ms/14611,https://www.casadeleiloes.com.br/envios/leiloes_imagem14611.png,,"[{""tipo"": ""edital"", ""url"": ""https://www.casadeleiloes.com.br/envios/leiloes_edital15015.pdf"", ""nome"": ""Ver edital EDITAL DE LEILÃO""}, {""tipo"": ""edital"", ""url"": ""https://www.casadeleiloes.com.br/envios/leiloes_edital15016.pdf"", ""nome"": ""Ver edital MATRÍCULA IMOBILIÁRIA""}, {""tipo"": ""edital"", ""url"": ""https://www.casadeleiloes.com.br/envios/leiloes_edital15017.pdf"", ""nome"": ""Ver edital AUTO DE AVALIAÇÃO""}, {""tipo"": ""matricula"", ""url"": ""https://www.casadeleiloes.com.br/lote/lote-01/imovel-lote-n-19-da-quadra-10-com-area-de-275m2-situado-no-loteamento-residencial-eldorado-aver/63751"", ""nome"": ""IMÓVEL URBANO »  TERRENOLote: 01IMÓVEL: LOTE N.19, DA QUADRA 10, COM ÁREA DE 275""}]","Casa de Leilões Judiciais e Extrajudiciais LIGUE-NOS: (67) 3363-7000 Portal Administrativo Faça seu login ou cadastre-se .
                        
                        | Ajuda Toggle navigation A Empresa Serviços Próximos leilões Leilões realizados Parceiros Atendimento Home Leilões 1ª VARA DE"
1c8249dc90992221a4672c4d,TARCILIO LEITE,https://www.casadeleiloes.com.br,Próximos Leilões,casa,extrajudicial,MS,,79103-060,,,,,,2026-05-11,2026-06-09,,https://www.casadeleiloes.com.br/leilao/publicidade-de-portal-rpleiloes/14625,https://www.casadeleiloes.com.br/envios/leiloes_imagem14625.png,,[],"Casa de Leilões Judiciais e Extrajudiciais LIGUE-NOS: (67) 3363-7000 Portal Administrativo Faça seu login ou cadastre-se .
                        
                        | Ajuda Toggle navigation A Empresa Serviços Próximos leilões Leilões realizados Parceiros Atendimento Home Leilões PUBLICIDAD"
a74b7bd8cde88acf96a28cdc,TARCILIO LEITE,https://www.casadeleiloes.com.br,Próximos Leilões,casa,extrajudicial,MS,GERAL DE JUSTIÇA TJ,79103-060,,0.0,1705.0,,,,,,https://www.casadeleiloes.com.br/leilao/comissao-de-alienacao-de-bens-apreendidos-em-acoes-penais-de-corregedoria-geral-de-justica-tj-ms/14618,https://www.casadeleiloes.com.br/envios/leiloes_imagem14618.png,,[],"Casa de Leilões Judiciais e Extrajudiciais LIGUE-NOS: (67) 3363-7000 Portal Administrativo Faça seu login ou cadastre-se .
                        
                        | Ajuda Toggle navigation A Empresa Serviços Próximos leilões Leilões realizados Parceiros Atendimento Home Leilões COMISSÃO D"
23e2f4b87087808360bb0f84,TARCILIO LEITE,https://www.casadeleiloes.com.br,Próximos Leilões,casa,extrajudicial,MS,DE GLÓRIA DE DOURADOS,79103-060,,0.0,4200.0,,,2026-04-27,2026-07-27,,https://www.casadeleiloes.com.br/leilao/juizado-especial-adjunto-de-gloria-de-dourados-ms/14612,https://www.casadeleiloes.com.br/envios/leiloes_imagem14612.png,,"[{""tipo"": ""edital"", ""url"": ""https://www.casadeleiloes.com.br/envios/leiloes_edital15018.pdf"", ""nome"": ""Ver edital EDITAL DE ALIENAÇÃO POR INICIATIVA PARTICULAR""}, {""tipo"": ""edital"", ""url"": ""https://www.casadeleiloes.com.br/envios/leiloes_edital15019.pdf"", ""nome"": ""Ver edital LAUDO DE AVALIAÇÃO""}]","Casa de Leilões Judiciais e Extrajudiciais LIGUE-NOS: (67) 3363-7000 Portal Administrativo Faça seu login ou cadastre-se .
                        
                        | Ajuda Toggle navigation A Empresa Serviços Próximos leilões Leilões realizados Parceiros Atendimento Home Leilões JUIZADO ES"
