fonte,leiloeiro_nome,leiloeiro_site,url,titulo,cidade,estado,preco,avaliacao,desconto_pct,tipo_imovel,imagem_url
lancetotal.com.br,Angélica Mieko Inoue Dantas,https://www.lancetotal.com.br,https://api.whatsapp.com/send/?text=LEIL%C3O+BENS+DE+APARTAMENTO+DECORADO+DEP%D3SITO+LOTE+5+REF+04.+Acesse+por+aqui%3A+https%3A%2F%2Fwww.lancetotal.com.br%2Fleilao.php%3FidLeilao%3D1118&amp;type=custom_url&amp;app_absent=0,Imagem de destaque,Capital,SP,0.0,0.0,0.0,outro,
pegoraroleiloes.com.br,Bruno Agnello Pegoraro,https://www.pegoraroleiloes.com.br,https://accounts.superbid.net/signin?response_type=token&amp;client_id=dzqC3VodSoXukD45BQKg3NQU6-faststore&amp;redirect_uri=https%253A%252F%252Fwww.pegoraroleiloes.com.br%252Flotes&amp;authorization_uri=https://www.pegoraroleiloes.com.br/authorization/&amp;language=pt-BR&amp;portal_id=2&amp;store_id=16104&amp;hostName=PegoRaro Leilões,Página não encontrada :(,,,0.0,0.0,0.0,outro,
pegoraroleiloes.com.br,Bruno Agnello Pegoraro,https://www.pegoraroleiloes.com.br,https://accounts.superbid.net/signin?response_type=token&amp;client_id=dzqC3VodSoXukD45BQKg3NQU6-faststore&amp;redirect_uri=https%253A%252F%252Fwww.pegoraroleiloes.com.br%252Flotes%253Fpagina%253D2&amp;authorization_uri=https://www.pegoraroleiloes.com.br/authorization/&amp;language=pt-BR&amp;portal_id=2&amp;store_id=16104&amp;hostName=PegoRaro Leilões,Página não encontrada :(,,,0.0,0.0,0.0,outro,
pegoraroleiloes.com.br,Bruno Agnello Pegoraro,https://www.pegoraroleiloes.com.br,https://accounts.superbid.net/signin?response_type=token&amp;client_id=dzqC3VodSoXukD45BQKg3NQU6-faststore&amp;redirect_uri=https%253A%252F%252Fwww.pegoraroleiloes.com.br%252Flotes%253Fpagina%253D3&amp;authorization_uri=https://www.pegoraroleiloes.com.br/authorization/&amp;language=pt-BR&amp;portal_id=2&amp;store_id=16104&amp;hostName=PegoRaro Leilões,Página não encontrada :(,,,0.0,0.0,0.0,outro,
pegoraroleiloes.com.br,Bruno Agnello Pegoraro,https://www.pegoraroleiloes.com.br,https://accounts.superbid.net/signin?response_type=token&amp;client_id=dzqC3VodSoXukD45BQKg3NQU6-faststore&amp;redirect_uri=https%253A%252F%252Fwww.pegoraroleiloes.com.br%252Flotes%253Fpagina%253D4&amp;authorization_uri=https://www.pegoraroleiloes.com.br/authorization/&amp;language=pt-BR&amp;portal_id=2&amp;store_id=16104&amp;hostName=PegoRaro Leilões,Página não encontrada :(,,,0.0,0.0,0.0,outro,
pegoraroleiloes.com.br,Bruno Agnello Pegoraro,https://www.pegoraroleiloes.com.br,https://accounts.superbid.net/signin?response_type=token&amp;client_id=dzqC3VodSoXukD45BQKg3NQU6-faststore&amp;redirect_uri=https%253A%252F%252Fwww.pegoraroleiloes.com.br%252Flotes%253Fpagina%253D5&amp;authorization_uri=https://www.pegoraroleiloes.com.br/authorization/&amp;language=pt-BR&amp;portal_id=2&amp;store_id=16104&amp;hostName=PegoRaro Leilões,Página não encontrada :(,,,0.0,0.0,0.0,outro,
pegoraroleiloes.com.br,Bruno Agnello Pegoraro,https://www.pegoraroleiloes.com.br,https://accounts.superbid.net/signin?response_type=token&amp;client_id=dzqC3VodSoXukD45BQKg3NQU6-faststore&amp;redirect_uri=https%253A%252F%252Fwww.pegoraroleiloes.com.br%252Flotes%253Fpagina%253D6&amp;authorization_uri=https://www.pegoraroleiloes.com.br/authorization/&amp;language=pt-BR&amp;portal_id=2&amp;store_id=16104&amp;hostName=PegoRaro Leilões,Página não encontrada :(,,,0.0,0.0,0.0,outro,
pegoraroleiloes.com.br,Bruno Agnello Pegoraro,https://www.pegoraroleiloes.com.br,https://accounts.superbid.net/signin?response_type=token&amp;client_id=dzqC3VodSoXukD45BQKg3NQU6-faststore&amp;redirect_uri=https%253A%252F%252Fwww.pegoraroleiloes.com.br%252Flotes%253Fpagina%253D7&amp;authorization_uri=https://www.pegoraroleiloes.com.br/authorization/&amp;language=pt-BR&amp;portal_id=2&amp;store_id=16104&amp;hostName=PegoRaro Leilões,Página não encontrada :(,,,0.0,0.0,0.0,outro,
pegoraroleiloes.com.br,Bruno Agnello Pegoraro,https://www.pegoraroleiloes.com.br,https://accounts.superbid.net/signin?response_type=token&amp;client_id=dzqC3VodSoXukD45BQKg3NQU6-faststore&amp;redirect_uri=https%253A%252F%252Fwww.pegoraroleiloes.com.br%252Flotes%253Fpagina%253D8&amp;authorization_uri=https://www.pegoraroleiloes.com.br/authorization/&amp;language=pt-BR&amp;portal_id=2&amp;store_id=16104&amp;hostName=PegoRaro Leilões,Página não encontrada :(,,,0.0,0.0,0.0,outro,
pegoraroleiloes.com.br,Bruno Agnello Pegoraro,https://www.pegoraroleiloes.com.br,https://accounts.superbid.net/signin?response_type=token&amp;client_id=dzqC3VodSoXukD45BQKg3NQU6-faststore&amp;redirect_uri=https%253A%252F%252Fwww.pegoraroleiloes.com.br%252Flotes%253Fpagina%253D9&amp;authorization_uri=https://www.pegoraroleiloes.com.br/authorization/&amp;language=pt-BR&amp;portal_id=2&amp;store_id=16104&amp;hostName=PegoRaro Leilões,Página não encontrada :(,,,0.0,0.0,0.0,outro,
pegoraroleiloes.com.br,Bruno Agnello Pegoraro,https://www.pegoraroleiloes.com.br,https://accounts.superbid.net/signin?response_type=token&amp;client_id=dzqC3VodSoXukD45BQKg3NQU6-faststore&amp;redirect_uri=https%253A%252F%252Fwww.pegoraroleiloes.com.br%252Flotes%253Fpagina%253D10&amp;authorization_uri=https://www.pegoraroleiloes.com.br/authorization/&amp;language=pt-BR&amp;portal_id=2&amp;store_id=16104&amp;hostName=PegoRaro Leilões,Página não encontrada :(,,,0.0,0.0,0.0,outro,
pegoraroleiloes.com.br,Bruno Agnello Pegoraro,https://www.pegoraroleiloes.com.br,https://accounts.superbid.net/signin?response_type=token&amp;client_id=dzqC3VodSoXukD45BQKg3NQU6-faststore&amp;redirect_uri=https%253A%252F%252Fwww.pegoraroleiloes.com.br%252Flotes%253Fpagina%253D11&amp;authorization_uri=https://www.pegoraroleiloes.com.br/authorization/&amp;language=pt-BR&amp;portal_id=2&amp;store_id=16104&amp;hostName=PegoRaro Leilões,Página não encontrada :(,,,0.0,0.0,0.0,outro,
